tenantcode,email,employeecode,attendancedate,systemintime,systemouttime,manualintime,manualouttime,appliedreason,applieddate,appliedby,status,statuschangedby,statuschangeddate,statuschangedreason,createddate,createdby,modifieddate,modifiedby,reportingto,attendancetype
P5C9754020,neoma.von@namco.com,100000003544,2023-06-29,08:15,01:42,20:13,09:01,On Duty,2023-06-29,100000003544,Rejected,,,,2023-06-29,100000003544,,,100000001917,WorkingDay
P5C9754020,neoma.von@namco.com,100000003544,2023-06-27,07:18,12:28,19:37,09:55,Forgot To Punch,2023-06-27,100000003544,Cancelled,,,,2023-06-27,100000003544,,,100000001917,WorkingDay
P5C9754020,neoma.von@namco.com,100000003544,2023-06-30,09:45,13:33,06:06,17:20,Work From Home,2023-06-30,100000003544,Rejected,,,,2023-06-30,100000003544,,,100000001917,WorkingDay
P5C9754020,neoma.von@namco.com,100000003544,2023-07-01,22:54,06:49,12:51,00:14,Others,2023-07-01,100000003544,Rejected,,,,2023-07-01,100000003544,,,100000001917,WorkingDay
P5C9754020,rebekah.collins@namco.com,100000003545,2023-06-27,00:17,23:48,05:11,15:12,Others,2023-06-27,100000003545,Cancelled,,,,2023-06-27,100000003545,,,100000001917,WorkingDay
P5C9754020,rebekah.collins@namco.com,100000003545,2023-07-01,13:21,19:48,23:42,12:41,Forgot To Punch,2023-07-01,100000003545,Rejected,,,,2023-07-01,100000003545,,,100000001917,WorkingDay
P5C9754020,rebekah.collins@namco.com,100000003545,2023-06-29,04:36,01:24,00:52,08:11,Shift Correction,2023-06-29,100000003545,Pending,,,,2023-06-29,100000003545,,,100000001917,WorkingDay
P5C9754020,rebekah.collins@namco.com,100000003545,2023-06-30,02:08,17:50,17:08,03:17,Others,2023-06-30,100000003545,Pending,,,,2023-06-30,100000003545,,,100000001917,WorkingDay
P5C9754020,rebekah.collins@namco.com,100000003545,2023-06-28,01:17,20:57,06:12,11:46,Others,2023-06-28,100000003545,Rejected,,,,2023-06-28,100000003545,,,100000001917,WorkingDay
P5C9754020,rebekah.collins@namco.com,100000003545,2023-06-26,01:35,13:17,14:42,13:37,Shift Correction,2023-06-26,100000003545,Rejected,,,,2023-06-26,100000003545,,,100000001917,WorkingDay
P5C9754020,gavin.langosh@namco.com,100000003546,2023-06-27,13:16,06:08,05:03,15:14,On Duty,2023-06-27,100000003546,Pending,,,,2023-06-27,100000003546,,,100000001917,WorkingDay
P5C9754020,gavin.langosh@namco.com,100000003546,2023-06-26,04:08,20:50,15:08,18:00,On Duty,2023-06-26,100000003546,Rejected,,,,2023-06-26,100000003546,,,100000001917,WorkingDay
P5C9754020,gavin.langosh@namco.com,100000003546,2023-06-28,07:20,16:54,08:00,17:58,Others,2023-06-28,100000003546,Pending,,,,2023-06-28,100000003546,,,100000001917,WorkingDay
P5C9754020,gavin.langosh@namco.com,100000003546,2023-06-30,02:48,07:38,08:00,03:41,Shift Correction,2023-06-30,100000003546,Pending,,,,2023-06-30,100000003546,,,100000001917,WorkingDay
P5C9754020,gavin.langosh@namco.com,100000003546,2023-07-01,20:28,03:38,23:12,19:03,On Duty,2023-07-01,100000003546,Rejected,,,,2023-07-01,100000003546,,,100000001917,WorkingDay
P5C9754020,gavin.langosh@namco.com,100000003546,2023-06-29,11:51,05:58,12:26,06:19,Forgot To Punch,2023-06-29,100000003546,Pending,,,,2023-06-29,100000003546,,,100000001917,WorkingDay
P5C9754020,tess.beahan@namco.com,100000003547,2023-06-26,18:46,21:04,15:32,01:35,Shift Correction,2023-06-26,100000003547,Rejected,,,,2023-06-26,100000003547,,,100000001917,WorkingDay
P5C9754020,tess.beahan@namco.com,100000003547,2023-06-29,08:04,04:45,18:24,04:27,Forgot To Punch,2023-06-29,100000003547,Cancelled,,,,2023-06-29,100000003547,,,100000001917,WorkingDay
P5C9754020,tess.beahan@namco.com,100000003547,2023-06-30,15:24,03:07,05:20,18:55,Shift Correction,2023-06-30,100000003547,Pending,,,,2023-06-30,100000003547,,,100000001917,WorkingDay
P5C9754020,tess.beahan@namco.com,100000003547,2023-06-27,19:46,15:11,13:33,11:44,On Duty,2023-06-27,100000003547,Rejected,,,,2023-06-27,100000003547,,,100000001917,WorkingDay
P5C9754020,tess.beahan@namco.com,100000003547,2023-06-28,19:23,18:35,03:03,03:41,Work From Home,2023-06-28,100000003547,Rejected,,,,2023-06-28,100000003547,,,100000001917,WorkingDay
P5C9754020,tess.beahan@namco.com,100000003547,2023-07-01,07:12,16:37,18:22,14:49,Shift Correction,2023-07-01,100000003547,Rejected,,,,2023-07-01,100000003547,,,100000001917,WorkingDay
P5C9754020,casandra.schmitt@namco.com,100000003548,2023-06-26,11:05,12:30,03:49,02:29,Shift Correction,2023-06-26,100000003548,Rejected,,,,2023-06-26,100000003548,,,100000001917,WorkingDay
P5C9754020,casandra.schmitt@namco.com,100000003548,2023-06-30,09:55,07:46,19:54,15:17,Forgot To Punch,2023-06-30,100000003548,Rejected,,,,2023-06-30,100000003548,,,100000001917,WorkingDay
P5C9754020,casandra.schmitt@namco.com,100000003548,2023-06-27,02:10,08:19,15:46,02:25,Forgot To Punch,2023-06-27,100000003548,Rejected,,,,2023-06-27,100000003548,,,100000001917,WorkingDay
P5C9754020,casandra.schmitt@namco.com,100000003548,2023-07-01,02:21,02:48,06:04,22:38,Work From Home,2023-07-01,100000003548,Pending,,,,2023-07-01,100000003548,,,100000001917,WorkingDay
P5C9754020,casandra.schmitt@namco.com,100000003548,2023-06-28,01:50,21:28,23:15,18:19,On Duty,2023-06-28,100000003548,Rejected,,,,2023-06-28,100000003548,,,100000001917,WorkingDay
P5C9754020,casandra.schmitt@namco.com,100000003548,2023-06-29,09:38,21:21,06:56,18:22,Others,2023-06-29,100000003548,Pending,,,,2023-06-29,100000003548,,,100000001917,WorkingDay
P5C9754020,chesley.jerde@namco.com,100000003549,2023-06-27,01:14,09:35,12:39,21:23,Shift Correction,2023-06-27,100000003549,Rejected,,,,2023-06-27,100000003549,,,100000001917,WorkingDay
P5C9754020,chesley.jerde@namco.com,100000003549,2023-07-01,13:39,20:22,18:29,02:36,Work From Home,2023-07-01,100000003549,Cancelled,,,,2023-07-01,100000003549,,,100000001917,WorkingDay
P5C9754020,chesley.jerde@namco.com,100000003549,2023-06-30,13:40,14:14,14:07,08:01,Others,2023-06-30,100000003549,Rejected,,,,2023-06-30,100000003549,,,100000001917,WorkingDay
P5C9754020,chesley.jerde@namco.com,100000003549,2023-06-28,08:02,20:33,17:43,00:49,Forgot To Punch,2023-06-28,100000003549,Cancelled,,,,2023-06-28,100000003549,,,100000001917,WorkingDay
P5C9754020,chesley.jerde@namco.com,100000003549,2023-06-26,02:54,14:10,13:53,07:12,Others,2023-06-26,100000003549,Rejected,,,,2023-06-26,100000003549,,,100000001917,WorkingDay
P5C9754020,chesley.jerde@namco.com,100000003549,2023-06-29,05:44,13:53,05:13,12:49,Work From Home,2023-06-29,100000003549,Rejected,,,,2023-06-29,100000003549,,,100000001917,WorkingDay
P5C9754020,reece.purdy@namco.com,100000003550,2023-06-27,20:06,17:27,11:44,07:22,Work From Home,2023-06-27,100000003550,Pending,,,,2023-06-27,100000003550,,,100000001917,WorkingDay
P5C9754020,reece.purdy@namco.com,100000003550,2023-06-28,14:15,18:39,06:12,05:17,Others,2023-06-28,100000003550,Rejected,,,,2023-06-28,100000003550,,,100000001917,WorkingDay
P5C9754020,reece.purdy@namco.com,100000003550,2023-06-29,11:35,13:45,21:15,10:41,Forgot To Punch,2023-06-29,100000003550,Pending,,,,2023-06-29,100000003550,,,100000001917,WorkingDay
P5C9754020,reece.purdy@namco.com,100000003550,2023-07-01,12:02,17:44,12:18,00:28,Others,2023-07-01,100000003550,Pending,,,,2023-07-01,100000003550,,,100000001917,WorkingDay
P5C9754020,reece.purdy@namco.com,100000003550,2023-06-30,12:52,23:47,09:41,17:09,Forgot To Punch,2023-06-30,100000003550,Rejected,,,,2023-06-30,100000003550,,,100000001917,WorkingDay
P5C9754020,reece.purdy@namco.com,100000003550,2023-06-26,17:19,05:32,09:12,08:27,Forgot To Punch,2023-06-26,100000003550,Rejected,,,,2023-06-26,100000003550,,,100000001917,WorkingDay
P5C9754020,haleigh.koepp@namco.com,100000003551,2023-06-26,19:52,07:08,22:11,16:01,On Duty,2023-06-26,100000003551,Rejected,,,,2023-06-26,100000003551,,,100000001917,WorkingDay
P5C9754020,haleigh.koepp@namco.com,100000003551,2023-06-30,21:22,12:54,11:31,15:43,Shift Correction,2023-06-30,100000003551,Pending,,,,2023-06-30,100000003551,,,100000001917,WorkingDay
P5C9754020,haleigh.koepp@namco.com,100000003551,2023-06-27,17:22,22:00,19:14,19:47,Shift Correction,2023-06-27,100000003551,Pending,,,,2023-06-27,100000003551,,,100000001917,WorkingDay
P5C9754020,haleigh.koepp@namco.com,100000003551,2023-06-29,16:37,01:43,17:39,20:30,Others,2023-06-29,100000003551,Rejected,,,,2023-06-29,100000003551,,,100000001917,WorkingDay
P5C9754020,haleigh.koepp@namco.com,100000003551,2023-07-01,05:06,05:45,07:47,03:56,On Duty,2023-07-01,100000003551,Rejected,,,,2023-07-01,100000003551,,,100000001917,WorkingDay
P5C9754020,haleigh.koepp@namco.com,100000003551,2023-06-28,06:15,06:24,22:23,13:02,Others,2023-06-28,100000003551,Pending,,,,2023-06-28,100000003551,,,100000001917,WorkingDay
P5C9754020,juliana.kilback@namco.com,100000003552,2023-07-01,06:55,16:56,15:51,04:19,Shift Correction,2023-07-01,100000003552,Rejected,,,,2023-07-01,100000003552,,,100000001917,WorkingDay
P5C9754020,juliana.kilback@namco.com,100000003552,2023-06-29,13:24,06:11,16:16,05:39,Forgot To Punch,2023-06-29,100000003552,Rejected,,,,2023-06-29,100000003552,,,100000001917,WorkingDay
P5C9754020,juliana.kilback@namco.com,100000003552,2023-06-27,03:26,07:43,01:46,23:51,Shift Correction,2023-06-27,100000003552,Rejected,,,,2023-06-27,100000003552,,,100000001917,WorkingDay
P5C9754020,juliana.kilback@namco.com,100000003552,2023-06-26,07:36,19:28,15:06,09:19,Shift Correction,2023-06-26,100000003552,Rejected,,,,2023-06-26,100000003552,,,100000001917,WorkingDay
P5C9754020,juliana.kilback@namco.com,100000003552,2023-06-30,23:56,01:08,00:28,06:31,Work From Home,2023-06-30,100000003552,Rejected,,,,2023-06-30,100000003552,,,100000001917,WorkingDay
P5C9754020,juliana.kilback@namco.com,100000003552,2023-06-28,00:24,04:59,01:21,11:27,Shift Correction,2023-06-28,100000003552,Rejected,,,,2023-06-28,100000003552,,,100000001917,WorkingDay
P5C9754020,katharina.jones@namco.com,100000003553,2023-06-26,17:54,04:34,20:25,18:16,Forgot To Punch,2023-06-26,100000003553,Cancelled,,,,2023-06-26,100000003553,,,100000001917,WorkingDay
P5C9754020,katharina.jones@namco.com,100000003553,2023-06-30,16:53,12:31,05:25,22:42,Forgot To Punch,2023-06-30,100000003553,Pending,,,,2023-06-30,100000003553,,,100000001917,WorkingDay
P5C9754020,katharina.jones@namco.com,100000003553,2023-06-27,06:59,16:53,18:39,01:11,Work From Home,2023-06-27,100000003553,Pending,,,,2023-06-27,100000003553,,,100000001917,WorkingDay
P5C9754020,katharina.jones@namco.com,100000003553,2023-06-29,01:06,20:01,07:05,10:30,Forgot To Punch,2023-06-29,100000003553,Rejected,,,,2023-06-29,100000003553,,,100000001917,WorkingDay
P5C9754020,katharina.jones@namco.com,100000003553,2023-06-28,08:21,12:03,04:12,07:25,Others,2023-06-28,100000003553,Rejected,,,,2023-06-28,100000003553,,,100000001917,WorkingDay
P5C9754020,katharina.jones@namco.com,100000003553,2023-07-01,03:46,17:46,16:41,02:17,Others,2023-07-01,100000003553,Rejected,,,,2023-07-01,100000003553,,,100000001917,WorkingDay
P5C9754020,hillary.emmerich@namco.com,100000003554,2023-06-26,16:03,17:58,10:45,15:15,Shift Correction,2023-06-26,100000003554,Pending,,,,2023-06-26,100000003554,,,100000001917,WorkingDay
P5C9754020,hillary.emmerich@namco.com,100000003554,2023-07-01,00:00,02:06,12:26,19:30,Shift Correction,2023-07-01,100000003554,Rejected,,,,2023-07-01,100000003554,,,100000001917,WorkingDay
P5C9754020,hillary.emmerich@namco.com,100000003554,2023-06-30,07:27,01:43,14:30,04:18,Others,2023-06-30,100000003554,Rejected,,,,2023-06-30,100000003554,,,100000001917,WorkingDay
P5C9754020,hillary.emmerich@namco.com,100000003554,2023-06-28,09:28,09:45,18:58,15:43,On Duty,2023-06-28,100000003554,Rejected,,,,2023-06-28,100000003554,,,100000001917,WorkingDay
P5C9754020,hillary.emmerich@namco.com,100000003554,2023-06-27,17:50,08:28,00:35,08:39,On Duty,2023-06-27,100000003554,Pending,,,,2023-06-27,100000003554,,,100000001917,WorkingDay
P5C9754020,hillary.emmerich@namco.com,100000003554,2023-06-29,19:40,23:15,01:54,05:52,Shift Correction,2023-06-29,100000003554,Rejected,,,,2023-06-29,100000003554,,,100000001917,WorkingDay
P5C9754020,reyna.kunze@namco.com,100000003555,2023-07-01,05:12,15:12,06:15,17:41,On Duty,2023-07-01,100000003555,Pending,,,,2023-07-01,100000003555,,,100000001917,WorkingDay
P5C9754020,reyna.kunze@namco.com,100000003555,2023-06-30,20:10,14:08,10:13,15:12,Work From Home,2023-06-30,100000003555,Rejected,,,,2023-06-30,100000003555,,,100000001917,WorkingDay
P5C9754020,reyna.kunze@namco.com,100000003555,2023-06-29,18:06,20:51,07:35,22:06,Shift Correction,2023-06-29,100000003555,Rejected,,,,2023-06-29,100000003555,,,100000001917,WorkingDay
P5C9754020,reyna.kunze@namco.com,100000003555,2023-06-28,21:28,11:10,04:59,09:01,Shift Correction,2023-06-28,100000003555,Rejected,,,,2023-06-28,100000003555,,,100000001917,WorkingDay
P5C9754020,reyna.kunze@namco.com,100000003555,2023-06-26,23:52,15:06,14:30,23:06,Others,2023-06-26,100000003555,Rejected,,,,2023-06-26,100000003555,,,100000001917,WorkingDay
P5C9754020,reyna.kunze@namco.com,100000003555,2023-06-27,04:23,18:49,16:07,06:39,On Duty,2023-06-27,100000003555,Cancelled,,,,2023-06-27,100000003555,,,100000001917,WorkingDay
P5C9754020,dahlia.crona@namco.com,100000003556,2023-06-27,08:33,09:05,22:24,17:28,Others,2023-06-27,100000003556,Rejected,,,,2023-06-27,100000003556,,,100000001917,WorkingDay
P5C9754020,dahlia.crona@namco.com,100000003556,2023-06-30,18:53,23:31,23:17,01:41,Work From Home,2023-06-30,100000003556,Rejected,,,,2023-06-30,100000003556,,,100000001917,WorkingDay
P5C9754020,dahlia.crona@namco.com,100000003556,2023-06-28,16:24,05:54,02:01,20:05,On Duty,2023-06-28,100000003556,Rejected,,,,2023-06-28,100000003556,,,100000001917,WorkingDay
P5C9754020,dahlia.crona@namco.com,100000003556,2023-06-26,19:32,03:06,14:27,08:59,Forgot To Punch,2023-06-26,100000003556,Cancelled,,,,2023-06-26,100000003556,,,100000001917,WorkingDay
P5C9754020,dahlia.crona@namco.com,100000003556,2023-07-01,13:09,23:40,03:32,05:55,Shift Correction,2023-07-01,100000003556,Pending,,,,2023-07-01,100000003556,,,100000001917,WorkingDay
P5C9754020,dahlia.crona@namco.com,100000003556,2023-06-29,00:29,22:17,09:51,08:51,Others,2023-06-29,100000003556,Rejected,,,,2023-06-29,100000003556,,,100000001917,WorkingDay
P5C9754020,patrick.rowe@namco.com,100000003557,2023-06-26,01:14,18:06,02:45,12:28,Others,2023-06-26,100000003557,Cancelled,,,,2023-06-26,100000003557,,,100000001917,WorkingDay
P5C9754020,patrick.rowe@namco.com,100000003557,2023-06-27,19:00,21:25,00:53,11:28,Forgot To Punch,2023-06-27,100000003557,Rejected,,,,2023-06-27,100000003557,,,100000001917,WorkingDay
P5C9754020,patrick.rowe@namco.com,100000003557,2023-07-01,23:33,21:04,07:21,23:25,Shift Correction,2023-07-01,100000003557,Pending,,,,2023-07-01,100000003557,,,100000001917,WorkingDay
P5C9754020,patrick.rowe@namco.com,100000003557,2023-06-28,12:16,13:45,09:55,18:37,Work From Home,2023-06-28,100000003557,Rejected,,,,2023-06-28,100000003557,,,100000001917,WorkingDay
P5C9754020,patrick.rowe@namco.com,100000003557,2023-06-30,18:44,01:21,18:39,06:09,Work From Home,2023-06-30,100000003557,Pending,,,,2023-06-30,100000003557,,,100000001917,WorkingDay
P5C9754020,patrick.rowe@namco.com,100000003557,2023-06-29,07:36,14:23,06:57,13:25,Shift Correction,2023-06-29,100000003557,Rejected,,,,2023-06-29,100000003557,,,100000001917,WorkingDay
P5C9754020,ezequiel.gulgowski@namco.com,100000003558,2023-06-29,11:41,04:09,06:44,04:21,On Duty,2023-06-29,100000003558,Rejected,,,,2023-06-29,100000003558,,,100000001917,WorkingDay
P5C9754020,ezequiel.gulgowski@namco.com,100000003558,2023-06-26,20:29,00:24,02:12,07:01,Forgot To Punch,2023-06-26,100000003558,Pending,,,,2023-06-26,100000003558,,,100000001917,WorkingDay
P5C9754020,ezequiel.gulgowski@namco.com,100000003558,2023-06-28,11:00,16:01,00:05,14:28,Forgot To Punch,2023-06-28,100000003558,Pending,,,,2023-06-28,100000003558,,,100000001917,WorkingDay
P5C9754020,ezequiel.gulgowski@namco.com,100000003558,2023-06-27,05:10,16:40,07:40,18:00,Shift Correction,2023-06-27,100000003558,Pending,,,,2023-06-27,100000003558,,,100000001917,WorkingDay
P5C9754020,ezequiel.gulgowski@namco.com,100000003558,2023-06-30,19:34,18:43,11:10,10:51,Forgot To Punch,2023-06-30,100000003558,Rejected,,,,2023-06-30,100000003558,,,100000001917,WorkingDay
P5C9754020,ezequiel.gulgowski@namco.com,100000003558,2023-07-01,23:11,21:04,20:35,12:39,On Duty,2023-07-01,100000003558,Pending,,,,2023-07-01,100000003558,,,100000001917,WorkingDay
P5C9754020,lindsay.kessler@namco.com,100000003559,2023-07-01,18:40,08:08,15:15,07:40,Forgot To Punch,2023-07-01,100000003559,Rejected,,,,2023-07-01,100000003559,,,100000001917,WorkingDay
P5C9754020,lindsay.kessler@namco.com,100000003559,2023-06-27,23:09,10:07,15:29,10:49,Others,2023-06-27,100000003559,Rejected,,,,2023-06-27,100000003559,,,100000001917,WorkingDay
P5C9754020,lindsay.kessler@namco.com,100000003559,2023-06-28,15:03,22:02,22:25,01:36,On Duty,2023-06-28,100000003559,Rejected,,,,2023-06-28,100000003559,,,100000001917,WorkingDay
P5C9754020,lindsay.kessler@namco.com,100000003559,2023-06-29,21:57,13:54,06:04,23:18,Shift Correction,2023-06-29,100000003559,Cancelled,,,,2023-06-29,100000003559,,,100000001917,WorkingDay
P5C9754020,lindsay.kessler@namco.com,100000003559,2023-06-26,06:29,11:50,14:53,09:07,Others,2023-06-26,100000003559,Rejected,,,,2023-06-26,100000003559,,,100000001917,WorkingDay
P5C9754020,lindsay.kessler@namco.com,100000003559,2023-06-30,23:02,01:16,19:22,04:44,Forgot To Punch,2023-06-30,100000003559,Rejected,,,,2023-06-30,100000003559,,,100000001917,WorkingDay
P5C9754020,daija.auer@namco.com,100000003560,2023-06-29,07:42,13:12,10:17,03:33,Shift Correction,2023-06-29,100000003560,Rejected,,,,2023-06-29,100000003560,,,100000001917,WorkingDay
P5C9754020,daija.auer@namco.com,100000003560,2023-06-26,08:12,02:58,19:23,00:03,Shift Correction,2023-06-26,100000003560,Pending,,,,2023-06-26,100000003560,,,100000001917,WorkingDay
P5C9754020,daija.auer@namco.com,100000003560,2023-06-28,08:19,12:51,00:57,22:15,On Duty,2023-06-28,100000003560,Rejected,,,,2023-06-28,100000003560,,,100000001917,WorkingDay
P5C9754020,daija.auer@namco.com,100000003560,2023-06-30,09:28,01:54,08:55,17:49,Shift Correction,2023-06-30,100000003560,Rejected,,,,2023-06-30,100000003560,,,100000001917,WorkingDay
P5C9754020,daija.auer@namco.com,100000003560,2023-07-01,06:30,08:12,23:22,20:17,On Duty,2023-07-01,100000003560,Rejected,,,,2023-07-01,100000003560,,,100000001917,WorkingDay
P5C9754020,daija.auer@namco.com,100000003560,2023-06-27,16:59,01:21,01:08,10:21,Work From Home,2023-06-27,100000003560,Pending,,,,2023-06-27,100000003560,,,100000001917,WorkingDay
P5C9754020,trystan.mante@namco.com,100000003561,2023-07-01,23:19,10:27,02:55,14:14,Shift Correction,2023-07-01,100000003561,Rejected,,,,2023-07-01,100000003561,,,100000001917,WorkingDay
P5C9754020,trystan.mante@namco.com,100000003561,2023-06-30,10:53,21:28,16:29,01:52,Shift Correction,2023-06-30,100000003561,Pending,,,,2023-06-30,100000003561,,,100000001917,WorkingDay
P5C9754020,trystan.mante@namco.com,100000003561,2023-06-27,02:31,22:09,10:45,00:55,Work From Home,2023-06-27,100000003561,Pending,,,,2023-06-27,100000003561,,,100000001917,WorkingDay
P5C9754020,trystan.mante@namco.com,100000003561,2023-06-26,17:45,06:57,06:49,10:19,Others,2023-06-26,100000003561,Rejected,,,,2023-06-26,100000003561,,,100000001917,WorkingDay
P5C9754020,trystan.mante@namco.com,100000003561,2023-06-28,21:46,00:46,12:04,07:55,On Duty,2023-06-28,100000003561,Rejected,,,,2023-06-28,100000003561,,,100000001917,WorkingDay
P5C9754020,trystan.mante@namco.com,100000003561,2023-06-29,15:53,11:58,16:23,16:15,Others,2023-06-29,100000003561,Cancelled,,,,2023-06-29,100000003561,,,100000001917,WorkingDay
P5C9754020,cynthia.hintz@namco.com,100000003562,2023-06-29,10:47,11:11,11:46,10:40,Work From Home,2023-06-29,100000003562,Rejected,,,,2023-06-29,100000003562,,,100000001917,WorkingDay
P5C9754020,cynthia.hintz@namco.com,100000003562,2023-06-28,16:32,05:27,05:13,15:26,Shift Correction,2023-06-28,100000003562,Rejected,,,,2023-06-28,100000003562,,,100000001917,WorkingDay
P5C9754020,cynthia.hintz@namco.com,100000003562,2023-06-27,17:23,02:25,22:40,08:01,Work From Home,2023-06-27,100000003562,Rejected,,,,2023-06-27,100000003562,,,100000001917,WorkingDay
P5C9754020,cynthia.hintz@namco.com,100000003562,2023-07-01,11:57,03:07,00:42,09:54,Shift Correction,2023-07-01,100000003562,Rejected,,,,2023-07-01,100000003562,,,100000001917,WorkingDay
P5C9754020,cynthia.hintz@namco.com,100000003562,2023-06-26,10:26,16:50,15:45,17:34,Work From Home,2023-06-26,100000003562,Pending,,,,2023-06-26,100000003562,,,100000001917,WorkingDay
P5C9754020,cynthia.hintz@namco.com,100000003562,2023-06-30,08:00,09:04,08:16,20:28,Others,2023-06-30,100000003562,Rejected,,,,2023-06-30,100000003562,,,100000001917,WorkingDay
P5C9754020,kenneth.will@namco.com,100000003563,2023-07-01,19:14,06:08,04:45,02:17,Others,2023-07-01,100000003563,Rejected,,,,2023-07-01,100000003563,,,100000001917,WorkingDay
P5C9754020,kenneth.will@namco.com,100000003563,2023-06-29,07:28,01:16,22:54,18:43,Others,2023-06-29,100000003563,Rejected,,,,2023-06-29,100000003563,,,100000001917,WorkingDay
P5C9754020,kenneth.will@namco.com,100000003563,2023-06-28,19:09,07:39,10:00,08:18,Work From Home,2023-06-28,100000003563,Cancelled,,,,2023-06-28,100000003563,,,100000001917,WorkingDay
P5C9754020,kenneth.will@namco.com,100000003563,2023-06-26,08:10,19:42,02:28,05:23,Work From Home,2023-06-26,100000003563,Rejected,,,,2023-06-26,100000003563,,,100000001917,WorkingDay
P5C9754020,kenneth.will@namco.com,100000003563,2023-06-27,16:39,12:09,02:16,07:56,Forgot To Punch,2023-06-27,100000003563,Cancelled,,,,2023-06-27,100000003563,,,100000001917,WorkingDay
P5C9754020,kenneth.will@namco.com,100000003563,2023-06-30,03:50,16:53,10:07,18:00,Work From Home,2023-06-30,100000003563,Rejected,,,,2023-06-30,100000003563,,,100000001917,WorkingDay
P5C9754020,elena.schowalter@namco.com,100000003564,2023-06-29,16:34,19:14,02:51,03:18,Shift Correction,2023-06-29,100000003564,Rejected,,,,2023-06-29,100000003564,,,100000001917,WorkingDay
P5C9754020,elena.schowalter@namco.com,100000003564,2023-07-01,16:04,02:13,04:48,07:52,Work From Home,2023-07-01,100000003564,Rejected,,,,2023-07-01,100000003564,,,100000001917,WorkingDay
P5C9754020,elena.schowalter@namco.com,100000003564,2023-06-30,19:42,06:36,00:04,14:41,Shift Correction,2023-06-30,100000003564,Cancelled,,,,2023-06-30,100000003564,,,100000001917,WorkingDay
P5C9754020,elena.schowalter@namco.com,100000003564,2023-06-28,07:44,23:19,14:22,16:25,Forgot To Punch,2023-06-28,100000003564,Pending,,,,2023-06-28,100000003564,,,100000001917,WorkingDay
P5C9754020,elena.schowalter@namco.com,100000003564,2023-06-27,15:05,19:40,22:02,12:51,Work From Home,2023-06-27,100000003564,Rejected,,,,2023-06-27,100000003564,,,100000001917,WorkingDay
P5C9754020,elena.schowalter@namco.com,100000003564,2023-06-26,09:29,22:41,17:01,04:17,Others,2023-06-26,100000003564,Rejected,,,,2023-06-26,100000003564,,,100000001917,WorkingDay
P5C9754020,julian.beahan@namco.com,100000003565,2023-07-01,05:30,10:43,13:57,11:52,Shift Correction,2023-07-01,100000003565,Cancelled,,,,2023-07-01,100000003565,,,100000001917,WorkingDay
P5C9754020,julian.beahan@namco.com,100000003565,2023-06-30,11:16,06:53,16:30,14:29,On Duty,2023-06-30,100000003565,Rejected,,,,2023-06-30,100000003565,,,100000001917,WorkingDay
P5C9754020,julian.beahan@namco.com,100000003565,2023-06-29,06:21,00:20,15:01,10:35,Shift Correction,2023-06-29,100000003565,Rejected,,,,2023-06-29,100000003565,,,100000001917,WorkingDay
P5C9754020,julian.beahan@namco.com,100000003565,2023-06-28,20:07,06:01,00:14,19:14,Others,2023-06-28,100000003565,Rejected,,,,2023-06-28,100000003565,,,100000001917,WorkingDay
P5C9754020,julian.beahan@namco.com,100000003565,2023-06-26,13:37,15:15,10:53,22:15,Others,2023-06-26,100000003565,Rejected,,,,2023-06-26,100000003565,,,100000001917,WorkingDay
P5C9754020,julian.beahan@namco.com,100000003565,2023-06-27,16:44,17:04,03:16,07:23,Shift Correction,2023-06-27,100000003565,Rejected,,,,2023-06-27,100000003565,,,100000001917,WorkingDay
P5C9754020,brittany.abbott@namco.com,100000003566,2023-07-01,21:20,00:46,19:02,08:53,Work From Home,2023-07-01,100000003566,Rejected,,,,2023-07-01,100000003566,,,100000001917,WorkingDay
P5C9754020,brittany.abbott@namco.com,100000003566,2023-06-30,12:53,08:19,19:21,11:16,Forgot To Punch,2023-06-30,100000003566,Rejected,,,,2023-06-30,100000003566,,,100000001917,WorkingDay
P5C9754020,brittany.abbott@namco.com,100000003566,2023-06-29,04:13,02:03,17:42,06:24,Forgot To Punch,2023-06-29,100000003566,Rejected,,,,2023-06-29,100000003566,,,100000001917,WorkingDay
P5C9754020,brittany.abbott@namco.com,100000003566,2023-06-28,08:02,10:00,02:56,06:46,Work From Home,2023-06-28,100000003566,Pending,,,,2023-06-28,100000003566,,,100000001917,WorkingDay
P5C9754020,brittany.abbott@namco.com,100000003566,2023-06-27,18:51,12:17,15:46,04:28,Work From Home,2023-06-27,100000003566,Rejected,,,,2023-06-27,100000003566,,,100000001917,WorkingDay
P5C9754020,brittany.abbott@namco.com,100000003566,2023-06-26,09:57,21:36,22:58,10:41,Shift Correction,2023-06-26,100000003566,Rejected,,,,2023-06-26,100000003566,,,100000001917,WorkingDay
P5C9754020,lucious.smith@namco.com,100000003567,2023-06-29,20:46,08:56,03:19,16:56,Forgot To Punch,2023-06-29,100000003567,Cancelled,,,,2023-06-29,100000003567,,,100000001917,WorkingDay
P5C9754020,lucious.smith@namco.com,100000003567,2023-06-28,13:46,03:31,07:28,08:52,Forgot To Punch,2023-06-28,100000003567,Pending,,,,2023-06-28,100000003567,,,100000001917,WorkingDay
P5C9754020,lucious.smith@namco.com,100000003567,2023-06-26,09:52,04:12,15:10,07:58,On Duty,2023-06-26,100000003567,Pending,,,,2023-06-26,100000003567,,,100000001917,WorkingDay
